Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Net Amount,AP Amount,Tax Code Description,Purchase invoice number,URL
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"3,932.13","3,932.13",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WHADDON MEDICAL CENTRE,30249475,"10,321.70","10,321.70",OUTSIDE SCOPE,BU000026129,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WALNUT TREE HEALTH CENTRE,30249477,"12,298.96","12,298.96",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,795.42,795.42,OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"59,863.47","59,863.47",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"6,129.80","6,129.80",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"1,213.90","1,213.90",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"5,800.00","5,800.00",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"1,588.00","1,588.00",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"2,078.19","2,078.19",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WALNUT TREE HEALTH CENTRE,30249477,"5,741.04","5,741.04",OUTSIDE SCOPE,BU000026131,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WATER EATON HEALTH CENTRE,30249478,516.28,516.28,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,140,140,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,"44,552.17","44,552.17",OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,667.57,667.57,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,824.97,824.97,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,710.02,710.02,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,157.24,157.24,OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATER EATON HEALTH CENTRE,30249478,"4,363.80","4,363.80",OUTSIDE SCOPE,BU000026132,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WATLING VALE MEDICAL CENTRE,30249480,"12,121.10","12,121.10",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,140,140,OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"1,193.04","1,193.04",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"75,685.81","75,685.81",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"5,033.58","5,033.58",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"1,562.63","1,562.63",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"2,519.69","2,519.69",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"5,625.00","5,625.00",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"1,649.00","1,649.00",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"2,163.92","2,163.92",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATLING VALE MEDICAL CENTRE,30249480,"6,659.08","6,659.08",OUTSIDE SCOPE,BU000026134,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-4,832.43","-4,832.43",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-2,260.12","-2,260.12",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-1,781.04","-1,781.04",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-8,313.56","-8,313.56",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249481,"-9,145.82","-9,145.82",OUTSIDE SCOPE,BU000026135,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"31,413.94","31,413.94",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"4,832.43","4,832.43",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,140,140,OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"1,369.89","1,369.89",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"149,594.69","149,594.69",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"6,751.46","6,751.46",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"2,260.12","2,260.12",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"3,051.38","3,051.38",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"1,073.75","1,073.75",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"10,812.50","10,812.50",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"17,150.00","17,150.00",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"4,184.00","4,184.00",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"5,159.51","5,159.51",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEWPORT PAGNELL MEDICAL CENTRE,30249482,"15,997.31","15,997.31",OUTSIDE SCOPE,BU000026136,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CMK MEDICAL CENTRE,30249484,"13,718.75","13,718.75",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CMK MEDICAL CENTRE,30249484,"4,065.31","4,065.31",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CMK MEDICAL CENTRE,30249484,"116,593.64","116,593.64",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,CMK MEDICAL CENTRE,30249484,"2,036.22","2,036.22",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CMK MEDICAL CENTRE,30249484,"2,380.60","2,380.60",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,CMK MEDICAL CENTRE,30249484,"4,347.57","4,347.57",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CMK MEDICAL CENTRE,30249484,"3,374.00","3,374.00",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CMK MEDICAL CENTRE,30249484,"2,747.63","2,747.63",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CMK MEDICAL CENTRE,30249484,"8,696.76","8,696.76",OUTSIDE SCOPE,BU000026138,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WOLVERTON HEALTH CENTRE,30250085,"4,781.76","4,781.76",OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,280,280,OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,795.42,795.42,OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,"101,671.96","101,671.96",OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,"4,218.14","4,218.14",OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,"2,098.13","2,098.13",OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,"1,300.33","1,300.33",OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,"59,100.00","59,100.00",OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,"4,904.00","4,904.00",OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,782.09,782.09,OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WOLVERTON HEALTH CENTRE,30250085,"8,934.32","8,934.32",OUTSIDE SCOPE,BU000026103,X24N_NHAIS_20191220_BU.1
Department of Health,NHS Milton Keynes CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,30252429,"29,586.00","29,586.00",OUTSIDE SCOPE,3274163,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/95082428-57bd-503a-a56d-a63598f0c6ae
Department of Health,NHS Milton Keynes CCG,31/12/2019,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,WHADDON MEDICAL CENTRE,30252501,"25,206.00","25,206.00",OUTSIDE SCOPE,WMCAIR1219,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=1442125_10332280_20191202123544
Department of Health,NHS Milton Keynes CCG,31/12/2019,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,ELYSIUM HEALTHCARE LTD,30252519,"34,659.24","34,659.24",EXEMPT,BRW00307,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/4ec550ed-773d-5efa-ab8e-4b97a9dfcdb9
Department of Health,NHS Milton Keynes CCG,31/12/2019,Clinical&Medical-Voluntary Sector,HOSPICES,WILLEN HOSPICE,30252541,"90,364.33","90,364.33",OUTSIDE SCOPE,WH0863,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=1451152_10378294_20191205171838
Department of Health,NHS Milton Keynes CCG,31/12/2019,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,PRACTICE SERVICES LTD (THE),30252622,"31,770.91","31,770.91",EXEMPT,5280,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/5a3e16b8-99b8-55fc-9226-2b0e08d54109
Department of Health,NHS Milton Keynes CCG,31/12/2019,Sterile Products,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,30252707,"26,938.82","32,326.60",STANDARD,2700015,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=1459662_10423216_20191211161830
Department of Health,NHS Milton Keynes CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,30329304,"40,389.00","40,389.00",OUTSIDE SCOPE,53489472,http://nww.docserv.wyss.nhs.uk/Inter-NHS/PRD2104F105355953489472.pdf
Department of Health,NHS Milton Keynes CCG,31/12/2019,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ACORN CARE & EDUCATION LTD,30329430,"-52,500.00","-52,500.00",EXEMPT,2388,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/7ff8ffa0-e07e-595c-8bc8-52229c05a54e
Department of Health,NHS Milton Keynes CCG,31/12/2019,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,WATERHALL CARE CENTRE,30329540,"45,702.86","45,702.86",EXEMPT,FG6323779,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=1472900_10475763_20191217131422
Department of Health,NHS Milton Keynes CCG,31/12/2019,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,NATIONAL STAR FOUNDATION LTD,30352041,"39,565.46","39,565.46",EXEMPT,16332,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/3eae871e-d2a9-58f8-a466-8f7170cf9c13
Department of Health,NHS Milton Keynes CCG,31/12/2019,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ACORN CARE & EDUCATION LTD,30352069,"52,500.00","52,500.00",EXEMPT,30544,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/dbf1208f-7028-5441-a417-6bdba2bfced6
Department of Health,NHS Milton Keynes CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,30352088,"40,204.00","40,204.00",OUTSIDE SCOPE,53489471,http://nww.docserv.wyss.nhs.uk/Inter-NHS/PRD2104F105355953489471.pdf
Department of Health,NHS Milton Keynes CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,30352088,"20,380.00","20,380.00",OUTSIDE SCOPE,53489471,http://nww.docserv.wyss.nhs.uk/Inter-NHS/PRD2104F105355953489471.pdf
Department of Health,NHS Milton Keynes CCG,31/12/2019,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ADARA HEALTHCARE LTD,30352234,"-31,656.00","-31,656.00",EXEMPT,1379,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=1458596_10419385_20191211125509
Department of Health,NHS Milton Keynes CCG,31/12/2019,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,RAVENSCROFT PHYSIOTHERAPY CENTRE,30352251,"83,333.00","83,333.00",EXEMPT,NCFDEC2019,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=1458414_10417557_20191211121621
Department of Health,NHS Milton Keynes CCG,31/12/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,INHEALTH LTD,30352312,"61,809.76","61,809.76",EXEMPT,IHLIN0020615,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/da79c0a6-5cc4-54d8-bfa9-b18a7ae38781
Department of Health,NHS Milton Keynes CCG,31/12/2019,Clinical&Medical-Othe Public Sector,WHEELCHAIR SERVICE,MILTON KEYNES COUNCIL,30382763,"248,215.00","248,215.00",EXEMPT,4.25001E+11,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=1478503_10507500_20191219152942
Department of Health,NHS Milton Keynes CCG,31/12/2019,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,PARKLANDS NURSING HOME,30435597,"51,017.14","51,017.14",EXEMPT,8978,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=1422132_10219017_20191119144422
